Mca25154	Rpa17054	157.5
Mca25154	Mca03522	154.8
Mca25154	Mca14392	154.1
Mca25154	Rpa16747	152.1
Mca25154	Mca14393	151.8
Mca25154	Rpa03965	146.4
Mca25154	Rpa03972	143.7
Mca25154	Mca03519	142.5
Mca25154	Mca02134	142.5
Mca25154	Rpa03966	140.2
Mca25154	Mpe15562	140.2
Mca25154	Mca03516	139.0
Mca25154	Mca02141	136.3
Mca25154	Mca03521	135.2
Mca25154	Rpa15770	133.7
Mca25154	Rpa17051	132.5
Mca25154	Rpa11786	132.1
Mca25154	Rpa16746	130.2
Mca25154	Mca02140	129.4
Mca25154	Mca06563	127.9
Mca05447	Mca05447	215.3
Mca00838	Mca00838	589.7
Mca25466	Mca22401	246.5
Mca25466	Mca25466	246.5
Mca25670	Mca25670	204.9
Mca25932	Mca25932	170.2
Mca25932	Api20361	155.2
Mca05677	Mca05677	1536.2
Mca05783	Mca05783	757.7
Mca05783	Rpa14839	422.2
Mca05783	Mca06902	397.5
Mca05783	Mca05785	359.8
Mca05783	Rpa03066	183.3
Mca05783	Mpe04993	145.2
Mca05783	Rpa08574	141.7
Mca05783	Mca03453	135.6
Mca05783	Mca04242	115.2
Mca05783	Rpa02224	103.6
Mca05783	Api02655	101.7
Mca05783	Mca09734	100.9
Mca05785	Mca05785	713.0
Mca05785	Rpa14839	525.4
Mca05785	Mca05783	357.1
Mca05785	Mca06902	328.9
Mca05785	Rpa03066	147.1
Mca05785	Mpe04993	116.7
Mca05785	Rpa08574	105.9
Mca27192	Mca23834	258.5
Mca27192	Mca27192	258.5
Mca27192	Rpa00722	211.8
Mca27192	Rpa12069	177.6
Mca27192	Mca07500	176.0
Mca27237	Mca27237	187.6
Mca27237	Rpa22337	178.7
Mca27237	Mca25154	167.2
Mca27237	Mpe15561	166.4
Mca27237	Mca03522	163.7
Mca27237	Rpa17054	163.3
Mca27237	Rpa16748	160.6
Mca27237	Rpa03965	154.5
Mca27237	Rpa03966	148.3
Mca27237	Rpa16747	147.5
Mca27237	Mca03521	146.7
Mca27237	Mca14392	145.2
Mca27237	Rpa03972	143.3
Mca27237	Mca03519	142.9
Mca27237	Mca14393	142.9
Mca27237	Mca02134	142.1
Mca27237	Mca02141	142.1
Mca27237	Rpa15770	141.0
Mca27237	Mpe15562	137.9
Mca27237	Mca02140	137.5
Mca27237	Rpa11786	136.0
Mca27237	Rpa17051	132.5
Mca27237	Mca03516	131.0
Mca27237	Rpa17053	129.4
Mca27237	Mca06563	129.4
Mca06064	Mca06064	1234.9
Mca06064	Mpe12971.t2	1107.0
Mca06064	Mpe12971	1105.1
Mca06064	Api17893.12	1055.4
Mca06064	Rpa06990.t2	1011.1
Mca06064	Rpa06990	1009.2
Mca06064	Mpe12968	769.2
Mca27619	Mca27619	264.2
Mca06105	Mca06105	1180.6
Mca06105	Rpa10849	1113.2
Mca06115	Mca06115	166.8
Mca06115	Mpe11073	142.5
Mca06115	Mca12891	136.0
Mca06115	Rpa15926	121.3
Mca06115	Mca13331	98.2
Mca06149	Mca06149	242.7
Mca06149	Mpe06212	224.6
Mca06149	Rpa05883	156.4
Mca27991	Mca27991	164.9
Mca27991	Mpe09497	99.4
Mca06277	Mca06277	110.9
Mca06277	Mca06692	100.5
Mca06278	Mca06278	109.8
Mca06278	Mca06692	99.0
Mca28321	Mca28321	276.9
Mca06562	Mca06562	161.8
Mca06562	Rpa11786	153.3
Mca06562	Mca03522	127.1
Mca06562	Rpa17054	127.1
Mca06562	Mca06563	125.2
Mca06562	Mca27237	123.6
Mca06562	Rpa22337	122.5
Mca06562	Mca02141	121.3
Mca06562	Rpa03965	120.2
Mca06562	Mca25154	119.8
Mca06562	Mpe15561	118.2
Mca06562	Rpa03966	116.7
Mca06562	Mca03521	115.2
Mca06562	Rpa11787	114.4
Mca06562	Mca02140	114.4
Mca06562	Rpa22651	113.6
Mca06562	Rpa11789	113.6
Mca06562	Rpa16748	112.8
Mca06562	Rpa17053	112.1
Mca06562	Rpa15770	111.7
Mca06562	Rpa03972	109.8
Mca06562	Mpe15569	109.4
Mca06562	Rpa16747	108.2
Mca06562	Mca14392	107.5
Mca06562	Rpa13027	106.7
Mca06563	Mca06563	146.7
Mca06563	Rpa17054	135.6
Mca06563	Mca03522	135.6
Mca06563	Mca27237	129.8
Mca06563	Rpa22337	128.6
Mca06563	Mca25154	128.3
Mca06563	Rpa11786	126.7
Mca06563	Mpe15561	126.7
Mca06563	Rpa11787	125.9
Mca06563	Mca06562	124.0
Mca06563	Mca02141	123.2
Mca06563	Rpa03965	122.1
Mca06563	Rpa16748	121.3
Mca06563	Mca03521	119.4
Mca06563	Rpa03966	118.6
Mca06563	Rpa15770	118.2
Mca06563	Mca02140	116.3
Mca06563	Rpa17053	113.2
Mca06563	Mca03519	112.5
Mca06563	Mca14392	111.7
Mca06563	Rpa03972	111.3
Mca06563	Mpe15569	110.5
Mca06563	Mca14393	109.8
Mca06563	Rpa16747	109.8
Mca06563	Mca02139	108.6
Mca06588	Mca06588	815.8
Mca06588	Mpe02140	783.1
Mca06588	Rpa03548	285.4
Mca06588	Mca02950	285.0
Mca06588	Rpa06842	232.3
Mca06588	Mca01756	231.9
Mca06588	Mpe03736	231.1
Mca06588	Rpa04093	115.9
Mca06588	Mca14606	114.8
Mca06588	Api12287	114.4
Mca06588	Api06927	112.8
Mca06687	Mca06687	204.9
Mca06687	Mpe06812	203.8
Mca06692	Mca06692	136.3
Mca06692	Mca06277	98.6
Mca06692	Mca06278	98.2
Mca06812	Mca06812	452.6
Mca06812	Mca06815	190.7
Mca06812	Rpa14611	167.5
Mca06812	Mca06816	153.7
Mca06815	Mca06815	419.1
Mca06815	Rpa14611	316.2
Mca06815	Mca06812	191.8
Mca06815	Mca06816	141.0
Mca06816	Mca06816	414.5
Mca06816	Mca06812	154.8
Mca06816	Rpa14611	146.4
Mca06816	Mca06815	141.4
Mca06839	Mca06839	312.8
Mca06864	Mca06864	158.3
Mca06864	Mpe10456	92.8
Mca06902	Mca06902	816.6
Mca06902	Mca05783	400.2
Mca06902	Rpa14839	387.9
Mca06902	Mca05785	333.6
Mca06902	Rpa03066	228.4
Mca06902	Mpe04993	161.4
Mca06902	Mca03453	143.7
Mca06902	Rpa08574	141.7
Mca06902	Mca04242	122.9
Mca06902	Mca09734	119.8
Mca06902	Rpa20669	103.6
Mca06902	Mca19546	102.4
Mca06902	Mpe22016	101.3
Mca06961	Mca06961	453.8
Mca06961	Rpa05131	287.0
Mca06986	Mca06986	131.0
Mca06987	Mca06987	312.8
Mca06994	Mca06994	217.2
Mca06994	Rpa07646	204.9
Mca06994	Rpa13456	94.4
Mca07065	Mca07065	226.9
Mca07065	Mpe14888	116.7
Mca07065	Api08632	110.2
Mca07169	Mca07169	244.2
Mca07174	Mca07174	1345.9
Mca07174	Mpe18877	1302.0
Mca07174	Rpa17339	1196.4
Mca07285	Mca07285	386.3
Mca07500	Mca07500	262.7
Mca07500	Rpa12069	223.0
Mca07500	Rpa00722	186.4
Mca07500	Mca23834	178.3
Mca07500	Mca27192	178.3
Mca07516	Mca07516	315.8
Mca07516	Mpe07486	166.0
Mca07765	Mca07765	392.1
Mca07765	Rpa04118	352.8
Mca07966	Mca07966	289.3
Mca07966	Api19270	268.1
Mca07973	Mca07973	153.7
Mca08194	Mca08194	717.2
Mca08194	Mpe09430	657.5
Mca08194	Rpa00506	172.9
Mca08518	Mca08518	211.1
Mca08518	Mca23918	151.8
Mca08518	Mca12233	151.8
Mca08560	Mca08560	188.3
Mca08560	Mpe03391	121.7
Mca08609	Mca08609	243.0
Mca08609	Mpe19360	221.1
Mca08609	Rpa02705	211.5
Mca08641	Mca08641	445.3
Mca08641	Rpa04339	115.5
Mca08641	Rpa01468	99.0
Mca08684	Mca08684	545.4
Mca08684	Mpe18546	180.6
Mca08684	Rpa07690	165.6
Mca08684	Api11978	140.2
Mca01472	Mca01472	297.0
Mca01472	Rpa04553	276.9
Mca08772	Mca08772	1847.0
Mca08772	Rpa14244	1107.0
Mca08772	Api08015	203.4
Mca08790	Mca08790	503.8
Mca08790	Mca14349	124.0
Mca08790	Mpe05450	117.1
Mca08790	Rpa01125	117.1
Mca08790	Mca14350	116.3
Mca08790	Mpe24143	110.2
Mca08790	Mca04010	103.2
Mca08790	Mpe05453	102.8
Mca08790	Rpa01129	98.2
Mca08810	Mca08810	265.4
Mca08810	Rpa10445	130.2
Mca09072	Mca09072	292.4
Mca09072	Mpe22959	263.1
Mca09115	Mca09115	460.3
Mca09115	Api08538	99.4
Mca09115	Mca22270	98.6
Mca09115	Rpa13759	96.7
Mca09213	Mca09213	181.0
Mca09245	Mca09245	171.0
Mca09245	Mpe20822	157.5
Mca09245	Rpa08606	140.2
Mca09259	Mca09259	141.7
Mca09259	Mpe04212	114.4
Mca09259	Rpa14285	107.8
Mca09395	Mca09395	1563.1
Mca09475	Mca09475	591.7
Mca09475	Rpa03041	552.0
Mca01661	Mca01661	656.4
Mca09662	Mca09662	1060.4
Mca09662	Rpa06714	987.3
Mca09662	Mpe11607	615.1
Mca09662	Rpa08605	606.7
Mca09662	Mpe20825	604.7
Mca09662	Mpe12636	358.2
Mca09662	Rpa14770	243.4
Mca09662	Mpe00280	235.0
Mca09662	Mpe18102	228.8
Mca09662	Rpa07621	228.4
Mca09662	Mca18785	227.6
Mca09662	Mpe03769	191.8
Mca09662	Rpa07571	178.7
Mca09662	Mpe00675	169.9
Mca09662	Rpa07569	166.0
Mca09662	Api20850	161.4
Mca09662	Mpe00674	157.9
Mca09662	Rpa07570	147.9
Mca09734	Mca09734	845.5
Mca09734	Rpa20669	457.2
Mca09734	Rpa19281	375.6
Mca09734	Rpa02224	310.8
Mca09734	Api02655	294.3
Mca09734	Mca04242	288.5
Mca09734	Rpa08574	244.6
Mca09734	Mca17986	135.2
Mca09734	Rpa03066	132.9
Mca09734	Mca06902	125.6
Mca09734	Rpa14839	117.9
Mca09734	Mca05783	113.2
Mca09743	Mca09743	280.8
Mca09743	Rpa12636	246.1
Mca09743	Mpe09497	101.3
Mca09787	Mca09787	142.1
Mca09872	Mca09872	533.1
Mca09936	Mca09936	1954.5
Mca09936	Mpe12164	1912.5
Mca01756	Mca01756	889.0
Mca01756	Mpe03736	885.6
Mca01756	Rpa06842	837.0
Mca01756	Mca02950	352.8
Mca01756	Rpa03548	349.0
Mca01756	Mpe02140	241.9
Mca01756	Mca06588	240.0
Mca01756	Api06927	200.7
Mca01756	Rpa04093	194.5
Mca01756	Mca14606	190.3
Mca01756	Api12287	189.9
Mca01756	Rpa04094	97.4
Mca10028	Mca10028	1278.8
Mca10028	Mpe25653	1240.7
Mca10028	Rpa08667	1151.7
Mca10028	Mca00119	879.0
Mca10028	Rpa05543	505.8
Mca10028	Rpa05545	503.8
Mca10028	Mca03428	501.5
Mca10028	Mca24498	444.1
Mca10028	Rpa09011	442.6
Mca10028	Rpa15993	441.8
Mca10028	Rpa09012	430.6
Mca10028	Rpa15992	419.5
Mca10028	Mca13009	374.8
Mca10028	Mpe20662	322.8
Mca10028	Rpa15151	322.0
Mca10028	Mca11825	318.2
Mca10028	Rpa09347	255.4
Mca10028	Api04112	251.5
Mca10028	Mca21139	236.5
Mca10028	Api14075	227.3
Mca10028	Mpe10782	215.3
Mca10028	Rpa08058	191.4
Mca10507	Mca10507	109.0
Mca01881	Mca01881	185.7
Mca01881	Mpe06717	157.5
Mca01881	Rpa10324	94.0
Mca01882	Mca01882	484.2
Mca01883	Mca01883	161.4
Mca01883	Mpe06715	126.7
Mca01883	Rpa10322	109.4
Mca10566	Mca10566	164.5
Mca10566	Rpa08567	97.8
Mca10566	Rpa08568	95.1
Mca01905	Mca01905	110.2
Mca10686	Mca10686	172.6
Mca10687	Mca10687	647.5
Mca10687	Mpe08094	616.3
Mca10724	Mca10724	482.3
Mca10724	Mca04628	347.4
Mca10724	Api18019	211.1
Mca01955	Mca01955	501.1
Mca01955	Mpe03532	465.7
Mca10833	Mca10833	578.2
Mca10833	Mpe17870	108.2
Mca11052	Mca11052	627.5
Mca02006	Mca02006	262.3
Mca02006	Rpa17398	189.5
Mca11427	Mca11427	436.0
Mca11427	Rpa09080	273.5
Mca11825	Mca11825	1208.4
Mca11825	Mpe20662	1141.3
Mca11825	Rpa15151	1058.1
Mca11825	Rpa09011	369.4
Mca11825	Rpa09012	352.1
Mca11825	Rpa05543	351.3
Mca11825	Mca03428	350.1
Mca11825	Rpa05545	339.0
Mca11825	Mca00119	315.8
Mca11825	Rpa08667	314.3
Mca11825	Rpa09347	312.0
Mca11825	Mpe25653	310.5
Mca11825	Mca10028	310.5
Mca11825	Api04112	304.7
Mca11825	Rpa15993	287.7
Mca11825	Mca24498	281.6
Mca11825	Api14075	278.1
Mca11825	Mca13009	277.7
Mca11825	Mca21139	271.2
Mca11825	Rpa15992	267.3
Mca11825	Rpa08058	250.0
Mca11825	Mpe10782	131.3
Mca11838	Mca11838	261.9
Mca11838	Mpe07680	251.5
Mca11855	Mca11855	1647.5
Mca11855	Rpa09220	1265.0
Mca02134	Mca02134	278.5
Mca02134	Rpa03972	205.7
Mca02134	Rpa03966	169.1
Mca02134	Rpa03965	155.2
Mca02134	Rpa16747	150.6
Mca02134	Mpe15561	150.2
Mca02134	Mca14392	149.1
Mca02134	Rpa16746	148.7
Mca02134	Mca02141	148.3
Mca02134	Mpe15562	146.0
Mca02134	Mca02135	145.6
Mca02134	Rpa03967	144.1
Mca02134	Rpa16748	142.9
Mca02134	Mca02140	141.7
Mca02134	Mca03516	141.4
Mca02134	Rpa17054	141.0
Mca02134	Mca25154	137.1
Mca02134	Mca27237	136.7
Mca02134	Rpa17053	136.3
Mca02134	Mca03522	135.6
Mca02134	Rpa17051	134.4
Mca02134	Mca14393	134.4
Mca02134	Rpa22337	132.5
Mca02134	Mca02139	130.6
Mca02134	Mca03521	130.2
Mca02135	Mca02135	221.9
Mca02135	Mca03519	145.6
Mca02135	Mca02134	145.2
Mca02135	Mca03521	138.3
Mca02135	Mpe15561	136.3
Mca02135	Rpa15770	127.5
Mca02135	Rpa03966	126.7
Mca02135	Mca03522	126.3
Mca02135	Rpa17053	124.8
Mca02135	Rpa16747	124.0
Mca02135	Rpa17054	123.6
Mca02135	Mca14392	123.6
Mca02135	Rpa03972	122.5
Mca02135	Mpe15569	122.5
Mca02135	Mpe15562	121.3
Mca02135	Rpa16746	119.4
Mca02135	Rpa03965	119.0
Mca02135	Mca03523	119.0
Mca02135	Rpa22337	118.6
Mca02135	Rpa16748	116.7
Mca02135	Mca03516	116.3
Mca02135	Mca14393	116.3
Mca02135	Mca27237	115.5
Mca02135	Mca02141	114.0
Mca02135	Mca02140	113.6
Mca02136	Mca02136	243.8
Mca02136	Rpa10848	109.8
Mca02136	Rpa17604	109.4
Mca02136	Mpe00661	99.4
Mca02137	Mca02137	273.1
Mca02137	Rpa03968	226.9
Mca02137	Mca15421	150.6
Mca02137	Mca20639	145.2
Mca02137	Rpa16746	122.9
Mca02137	Mpe15562	117.9
Mca02137	Mca03516	113.6
Mca02137	Rpa16747	111.3
Mca02137	Mca14392	106.3
Mca02137	Mca02135	104.4
Mca02137	Mca14393	104.4
Mca02137	Mca02134	103.6
Mca02137	Mpe15561	102.1
Mca02137	Mca03519	100.9
Mca02137	Rpa10848	99.0
Mca02137	Rpa17053	98.2
Mca02137	Rpa16748	98.2
Mca02137	Rpa03966	97.1
Mca02137	Rpa03972	96.7
Mca02137	Rpa03965	95.9
Mca02137	Mca03521	95.9
Mca02137	Mca02141	95.5
Mca02137	Mca02140	95.1
Mca02137	Mca03522	94.7
Mca02137	Rpa17054	93.6
Mca02139	Mca02139	198.7
Mca02139	Rpa03966	180.3
Mca02139	Rpa03967	168.7
Mca02139	Mca02141	159.8
Mca02139	Rpa03965	155.2
Mca02139	Rpa03972	152.9
Mca02139	Mca02140	151.0
Mca02139	Rpa17052	149.8
Mca02139	Rpa17051	139.4
Mca02139	Mca02134	136.7
Mca02139	Mca14392	133.7
Mca02139	Rpa16746	132.9
Mca02139	Rpa16747	132.1
Mca02139	Rpa17054	130.2
Mca02139	Mpe15561	124.0
Mca02139	Mpe15562	123.2
Mca02139	Mca27237	122.9
Mca02139	Rpa16748	118.2
Mca02139	Rpa15770	117.9
Mca02139	Mca03522	117.1
Mca02139	Mca25154	116.3
Mca02139	Mca03516	115.5
Mca02139	Rpa22337	115.2
Mca02139	Mca03521	114.4
Mca02139	Mca14393	114.4
Mca02140	Mca02140	179.5
Mca02140	Mca02141	172.2
Mca02140	Rpa03965	164.5
Mca02140	Rpa03966	164.1
Mca02140	Rpa03967	159.5
Mca02140	Mca02139	150.2
Mca02140	Rpa03972	150.2
Mca02140	Mca02134	146.7
Mca02140	Rpa17054	143.7
Mca02140	Rpa17052	142.9
Mca02140	Rpa17051	142.9
Mca02140	Mca14392	141.4
Mca02140	Mpe15562	140.2
Mca02140	Mca27237	136.3
Mca02140	Rpa16747	136.0
Mca02140	Mpe15561	134.8
Mca02140	Rpa15770	132.9
Mca02140	Mca03516	132.5
Mca02140	Rpa22337	131.3
Mca02140	Mca03522	131.0
Mca02140	Mca03519	130.6
Mca02140	Rpa16746	129.8
Mca02140	Mca25154	128.3
Mca02140	Rpa16748	128.3
Mca02140	Mca03521	126.7
Mca02141	Mca02141	201.4
Mca02141	Rpa03965	180.3
Mca02141	Rpa03966	175.6
Mca02141	Mca02140	172.6
Mca02141	Mca02139	159.1
Mca02141	Rpa03967	158.7
Mca02141	Mca02134	155.2
Mca02141	Rpa17054	151.8
Mca02141	Mca14392	151.0
Mca02141	Rpa03972	150.2
Mca02141	Rpa16747	150.2
Mca02141	Rpa17052	148.3
Mca02141	Rpa17051	147.9
Mca02141	Mpe15562	146.4
Mca02141	Mpe15561	146.0
Mca02141	Mca27237	142.1
Mca02141	Rpa15770	141.0
Mca02141	Mca03516	139.0
Mca02141	Mca03522	138.7
Mca02141	Rpa16746	138.7
Mca02141	Mca03521	136.7
Mca02141	Rpa22337	136.7
Mca02141	Mca25154	136.3
Mca02141	Rpa16748	136.3
Mca02141	Mca14393	133.7
Mca11900	Mca11900	972.6
Mca11900	Rpa12798	872.8
Mca11975	Mca11975	433.3
Mca11975	Rpa03077	186.0
Mca11975	Rpa03078	147.9
Mca12153	Mca12153	284.6
Mca12177	Mca12177	4126.2
Mca12177	Rpa11357	3851.2
Mca12177	Mpe00617	2941.8
Mca12177	Mpe06328	567.0
Mca12177	Rpa13080	564.3
Mca12177	Rpa16577	327.0
Mca12177	Rpa18947	265.0
Mca12233	Mca12233	543.5
Mca12233	Mca23918	390.6
Mca12233	Mca08518	152.9
Mca12289	Mca12289	282.7
Mca12289	Rpa09012	105.5
Mca12289	Rpa09011	95.9
Mca12602	Mca12602	177.6
Mca12634	Mca12634	277.3
Mca12634	Mpe23120	252.7
Mca12809	Mca12809	1091.3
Mca12809	Mpe12406	974.9
Mca12809	Api22064	789.3
Mca12809	Rpa12518	709.1
Mca12891	Mca12891	179.5
Mca12891	Mpe11073	158.3
Mca12891	Rpa15926	138.3
Mca12891	Mca06115	135.6
Mca12891	Mca13331	108.2
Mca12891	Rpa15566	102.1
Mca13009	Mca13009	1181.8
Mca13009	Rpa05545	988.8
Mca13009	Rpa05543	830.9
Mca13009	Mca03428	830.5
Mca13009	Rpa09011	395.6
Mca13009	Rpa09012	391.3
Mca13009	Mca10028	376.3
Mca13009	Mpe25653	372.9
Mca13009	Rpa08667	372.5
Mca13009	Mca00119	370.9
Mca13009	Mca24498	367.9
Mca13009	Rpa15993	356.7
Mca13009	Rpa15992	355.9
Mca13009	Rpa15151	284.3
Mca13009	Mca11825	283.5
Mca13009	Mpe20662	282.7
Mca13009	Api04112	218.4
Mca13009	Rpa09347	216.5
Mca13009	Mca21139	208.8
Mca13009	Mpe10782	202.6
Mca13009	Api14075	201.4
Mca13009	Rpa08058	180.3
Mca02375	Mca02375	336.7
Mca13173	Mca13173	330.5
Mca13173	Rpa09641	284.3
Mca13173	Mpe14767	277.3
Mca13198	Mca13198	820.1
Mca13198	Rpa16544	733.4
Mca13276	Mca13276	134.4
Mca13276	Rpa03881	102.1
Mca13331	Mca13331	136.0
Mca13331	Mca12891	110.2
Mca13331	Mpe11073	109.4
Mca13331	Rpa15926	102.8
Mca13331	Mca06115	99.0
Mca13331	Rpa15566	97.4
Mca13558	Mca13558	242.3
Mca13558	Rpa04746	228.4
Mca02473	Mca02473	285.8
Mca02473	Rpa11300	203.0
Mca02481	Mca02481	474.9
Mca02481	Mpe12777	429.1
Mca02481	Rpa10384	329.7
Mca13758	Mca13758	1033.5
Mca00382	Mca00382	366.3
Mca02531	Mca02531	649.8
Mca14161	Mca14161	605.1
Mca14161	Rpa06483	390.6
Mca14161	Rpa06482	208.4
Mca14161	Mpe02188	195.7
Mca02655	Mca02655	226.5
Mca02656	Mca02656	169.1
Mca02656	Rpa09555	139.8
Mca02658	Mca02658	155.2
Mca14349	Mca14349	507.3
Mca14349	Mpe05453	276.2
Mca14349	Mca04010	272.3
Mca14349	Rpa01129	266.2
Mca14349	Rpa01125	263.1
Mca14349	Mpe05450	262.3
Mca14349	Mca14350	262.3
Mca14349	Rpa05827	166.4
Mca14349	Rpa08528	131.7
Mca14349	Mpe22580	129.8
Mca14349	Mca08790	120.9
Mca14349	Mpe24143	118.6
Mca14350	Mca14350	515.8
Mca14350	Mpe05450	495.4
Mca14350	Rpa01125	449.5
Mca14350	Mca14349	261.9
Mca14350	Mca04010	228.4
Mca14350	Mpe05453	226.9
Mca14350	Rpa01129	222.2
Mca14350	Rpa05827	162.5
Mca14350	Rpa08528	141.4
Mca14350	Mpe22580	136.7
Mca14350	Mpe24143	121.3
Mca14350	Mca08790	114.8
Mca14350	Rpa13759	112.8
Mca14350	Api08538	112.5
Mca14350	Mca22270	112.1
Mca14392	Mca14392	234.2
Mca14392	Rpa16747	206.8
Mca14392	Mca14393	199.5
Mca14392	Mpe15561	179.5
Mca14392	Rpa16748	176.4
Mca14392	Mca03516	175.6
Mca14392	Mpe15562	175.3
Mca14392	Rpa16746	172.6
Mca14392	Rpa03966	159.5
Mca14392	Rpa17052	155.6
Mca14392	Rpa03965	151.4
Mca14392	Mca02134	149.4
Mca14392	Mca25154	149.1
Mca14392	Rpa03972	148.3
Mca14392	Mca02141	146.7
Mca14392	Rpa22337	142.1
Mca14392	Mca27237	140.2
Mca14392	Mca03519	138.3
Mca14392	Rpa17054	138.3
Mca14392	Mca02140	137.1
Mca14392	Rpa17051	136.3
Mca14392	Mca03520	135.6
Mca14392	Mca03522	130.6
Mca14392	Mca03521	129.8
Mca14392	Mca02139	129.4
Mca14393	Mca14393	209.1
Mca14393	Mca14392	199.9
Mca14393	Rpa16747	190.3
Mca14393	Rpa16748	176.8
Mca14393	Mpe15561	174.5
Mca14393	Mca03516	164.9
Mca14393	Mpe15562	164.5
Mca14393	Rpa16746	157.5
Mca14393	Mca25154	147.9
Mca14393	Rpa22337	141.0
Mca14393	Mca03519	139.0
Mca14393	Mca27237	139.0
Mca14393	Rpa03966	138.7
Mca14393	Rpa17054	137.1
Mca14393	Rpa03965	134.4
Mca14393	Rpa17052	134.4
Mca14393	Mca02134	133.7
Mca14393	Mca03521	131.0
Mca14393	Rpa03972	131.0
Mca14393	Mca03522	129.4
Mca14393	Mca02141	128.6
Mca14393	Rpa15770	127.1
Mca14393	Mca03520	124.8
Mca14393	Mca02140	121.7
Mca14393	Rpa17053	120.2
Mca14553	Mca14553	124.4
Mca14553	Mpe19201	105.5
Mca14606	Mca14606	877.1
Mca14606	Rpa04093	832.4
Mca14606	Api12287	829.3
Mca14606	Rpa06842	193.0
Mca14606	Rpa03548	192.6
Mca14606	Mca02950	191.4
Mca14606	Mpe03736	189.1
Mca14606	Mca01756	188.3
Mca14606	Api06927	161.8
Mca14606	Mpe02140	125.2
Mca14606	Mca06588	120.2
Mca14682	Mca14682	381.3
Mca14682	Api08640	273.1
Mca14682	Rpa10401	260.4
Mca14686	Mca14686	268.9
Mca02809	Mca02809	427.6
Mca15064	Mca15064	433.0
Mca15421	Mca15421	269.2
Mca15421	Mca20639	224.6
Mca15421	Rpa03968	155.2
Mca15421	Mca02137	154.8
Mca15421	Rpa16746	104.4
Mca15421	Mca03516	104.4
